,condition
2998,0
2999,1
3000,1
3001,1
3002,2
3003,1
3004,1
3005,1
3006,2
3007,2
3008,1
3009,1
3010,0
3011,0
3012,1
3013,0
3014,2
3015,1
3016,1
3017,1
3018,1
3019,1
3020,2
3021,1
3022,1
3023,1
3024,2
3025,1
3026,0
3027,1
3028,2
3029,0
3030,1
3031,1
3032,1
3033,1
3034,1
3035,1
3036,2
3037,2
3038,0
3039,0
3040,1
3041,2
3042,1
3043,1
3044,1
3045,1
3046,2
3047,1
3048,2
3049,0
3050,1
3051,1
3052,1
3053,1
3054,0
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,1
3066,1
3067,2
3068,2
3069,0
3070,1
3071,0
3072,1
3073,0
3074,1
3075,1
3076,1
3077,1
3078,1
3079,0
3080,1
3081,1
3082,1
3083,1
3084,1
3085,1
3086,2
3087,1
3088,1
3089,1
3090,1
3091,1
3092,1
3093,1
3094,1
3095,2
3096,2
3097,0
3098,2
3099,0
3100,1
3101,1
3102,1
3103,2
3104,0
3105,1
3106,1
3107,0
3108,1
3109,2
3110,1
3111,0
3112,1
3113,2
3114,1
3115,0
3116,0
3117,1
3118,1
3119,2
3120,1
3121,1
3122,0
3123,2
3124,1
3125,1
3126,0
3127,1
3128,1
3129,1
3130,1
3131,1
3132,2
3133,0
3134,1
3135,1
3136,1
3137,1
3138,0
3139,1
3140,1
3141,1
3142,2
3143,1
3144,2
3145,0
3146,1
3147,1
3148,2
3149,1
3150,1
3151,1
3152,0
3153,1
3154,2
3155,1
3156,0
3157,1
3158,0
3159,1
3160,1
3161,1
3162,1
3163,2
3164,1
3165,0
3166,0
3167,1
3168,2
3169,1
3170,2
3171,2
3172,1
3173,1
3174,0
3175,1
3176,0
3177,1
3178,1
3179,1
3180,2
3181,2
3182,1
3183,0
3184,1
3185,1
3186,1
3187,1
3188,1
3189,0
3190,0
3191,1
3192,2
3193,0
3194,1
3195,1
3196,1
3197,1
3198,1
3199,0
3200,0
3201,0
3202,2
3203,2
3204,1
3205,0
3206,2
3207,0
3208,1
3209,1
3210,1
3211,1
3212,0
3213,1
3214,0
3215,1
3216,0
3217,1
3218,0
3219,0
3220,1
3221,1
3222,1
3223,1
3224,2
3225,2
3226,1
3227,0
3228,1
3229,1
3230,2
3231,1
3232,1
3233,1
3234,1
3235,0
3236,0
3237,1
3238,1
3239,1
3240,1
3241,2
3242,1
3243,0
3244,0
3245,1
3246,2
3247,0
3248,1
3249,0
3250,0
3251,1
3252,2
3253,1
3254,1
3255,1
3256,1
3257,1
3258,2
3259,1
3260,0
3261,0
3262,0
3263,1
3264,1
3265,0
3266,2
3267,0
3268,1
3269,1
3270,1
3271,2
3272,1
3273,1
3274,1
3275,2
3276,2
3277,0
3278,0
3279,2
3280,1
3281,1
3282,1
3283,0
3284,1
3285,1
3286,0
3287,0
3288,2
3289,1
3290,1
3291,2
3292,1
3293,0
3294,1
3295,2
3296,0
3297,0
3298,1
3299,2
3300,1
3301,1
3302,1
3303,0
3304,1
3305,0
3306,0
3307,0
3308,0
3309,1
3310,1
3311,0
3312,1
3313,1
3314,1
3315,1
3316,1
3317,2
3318,0
3319,1
3320,0
3321,0
3322,0
3323,2
3324,1
3325,1
3326,1
3327,1
3328,1
3329,0
3330,1
3331,0
3332,0
3333,0
3334,0
3335,2
3336,1
3337,1
3338,0
3339,1
3340,1
3341,0
3342,0
3343,1
3344,1
3345,0
3346,1
3347,0
3348,0
3349,0
3350,1
3351,1
3352,2
3353,1
3354,1
3355,0
3356,0
3357,1
3358,0
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,2
3366,1
3367,0
3368,0
3369,1
3370,1
3371,2
3372,0
3373,1
3374,1
3375,0
3376,1
3377,1
3378,0
3379,0
3380,1
3381,1
3382,0
3383,1
3384,1
3385,2
3386,1
3387,0
3388,0
3389,1
3390,1
3391,2
3392,1
3393,0
3394,1
3395,0
3396,1
3397,1
3398,1
3399,1
3400,1
3401,1
3402,0
3403,2
3404,1
3405,1
3406,1
3407,0
3408,0
3409,1
3410,1
3411,1
3412,2
3413,1
3414,0
3415,2
3416,0
3417,1
3418,0
3419,1
3420,1
3421,2
3422,1
3423,0
3424,1
3425,0
3426,0
3427,2
3428,0
3429,2
3430,0
3431,2
3432,1
3433,1
3434,1
3435,0
3436,1
3437,1
3438,0
3439,0
3440,1
3441,0
3442,2
3443,1
3444,1
3445,0
3446,0
3447,1
3448,1
3449,0
3450,1
3451,2
3452,1
3453,1
3454,1
3455,0
3456,2
3457,0
3458,1
3459,1
3460,1
3461,1
3462,1
3463,1
3464,2
3465,2
3466,1
3467,0
3468,0
3469,0
3470,1
3471,1
3472,1
3473,2
3474,1
3475,2
3476,1
3477,1
3478,1
3479,1
3480,1
3481,1
3482,0
3483,2
3484,0
3485,1
3486,2
3487,1
3488,2
3489,1
3490,1
3491,1
3492,1
3493,1
3494,1
3495,1
3496,1
3497,1
3498,1
3499,1
3500,1
3501,2
3502,1
3503,2
3504,1
3505,1
3506,0
3507,0
3508,0
3509,2
3510,2
3511,1
3512,1
3513,1
3514,1
3515,1
3516,1
3517,2
3518,1
3519,1
3520,1
3521,0
3522,1
3523,1
3524,0
3525,1
3526,2
3527,1
3528,0
3529,0
3530,0
3531,2
3532,2
3533,0
3534,1
3535,1
3536,2
3537,1
3538,2
3539,2
3540,2
3541,1
3542,0
3543,1
3544,1
3545,2
3546,1
3547,1
3548,1
3549,1
3550,0
3551,1
3552,0
3553,2
3554,1
3555,1
3556,1
3557,1
3558,1
3559,2
3560,2
3561,1
3562,1
3563,2
3564,1
3565,1
3566,0
3567,1
3568,2
3569,0
3570,1
3571,1
3572,1
3573,1
3574,2
3575,0
3576,1
3577,0
3578,0
3579,1
3580,0
3581,1
3582,2
3583,0
3584,1
3585,1
3586,1
3587,1
3588,1
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,0
3596,2
3597,2
3598,1
3599,1
3600,1
3601,1
3602,1
3603,0
3604,1
3605,0
3606,1
3607,0
3608,0
3609,1
3610,0
3611,2
3612,1
3613,1
3614,1
3615,1
3616,2
3617,1
3618,1
3619,0
3620,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,0
3627,0
3628,0
3629,0
3630,1
3631,1
3632,0
3633,2
3634,1
3635,2
3636,0
3637,0
3638,0
3639,2
3640,2
3641,0
3642,1
3643,0
3644,2
3645,0
3646,2
3647,1
3648,2
3649,1
3650,1
3651,0
3652,0
3653,1
3654,1
3655,2
3656,1
3657,2
3658,1
3659,1
3660,1
3661,1
3662,1
3663,2
3664,2
3665,1
3666,1
3667,1
3668,0
3669,0
3670,1
3671,1
3672,0
3673,1
3674,1
3675,1
3676,1
3677,0
3678,1
3679,2
3680,0
3681,1
3682,1
3683,1
3684,0
3685,0
3686,2
3687,0
3688,1
3689,2
3690,1
3691,1
3692,1
3693,1
3694,1
3695,1
3696,1
3697,0
3698,1
3699,1
3700,0
3701,1
3702,0
3703,1
3704,1
3705,0
3706,0
3707,2
3708,2
3709,2
3710,0
3711,1
3712,0
3713,2
3714,1
3715,2
3716,1
3717,2
3718,1
3719,1
3720,2
3721,1
3722,1
3723,1
3724,0
3725,1
3726,1
3727,1
3728,1
3729,0
3730,1
3731,2
3732,0
3733,2
3734,1
3735,0
3736,1
3737,2
3738,1
3739,1
3740,1
3741,1
3742,1
3743,0
3744,1
3745,2
3746,2
3747,1
3748,0
3749,0
3750,1
3751,2
3752,1
3753,1
3754,1
3755,1
3756,1
3757,1
3758,0
3759,1
3760,0
3761,0
3762,0
3763,0
3764,1
3765,1
3766,1
3767,0
3768,1
3769,2
3770,1
3771,1
3772,1
3773,1
3774,1
3775,0
3776,1
3777,0
3778,1
3779,1
3780,2
3781,2
3782,1
3783,1
3784,0
3785,0
3786,1
3787,0
3788,1
3789,1
3790,1
3791,1
3792,2
3793,1
3794,1
3795,1
3796,2
3797,1
3798,0
3799,1
3800,1
3801,1
3802,1
3803,0
3804,1
3805,0
3806,1
3807,0
3808,1
3809,1
3810,1
3811,2
3812,1
3813,1
3814,1
3815,2
3816,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,2
3823,1
3824,0
3825,2
3826,0
3827,1
3828,0
3829,1
3830,1
3831,0
3832,0
3833,0
3834,1
3835,1
3836,2
3837,1
3838,0
3839,2
3840,1
3841,0
3842,1
3843,1
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,0
3851,1
3852,2
3853,0
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,2
3861,1
3862,2
3863,2
3864,1
3865,1
3866,2
3867,1
3868,1
3869,2
3870,1
3871,0
3872,2
3873,1
3874,1
3875,1
3876,1
3877,0
3878,2
3879,1
3880,1
3881,0
3882,2
3883,1
3884,1
3885,1
3886,2
3887,1
3888,1
3889,1
3890,2
3891,2
3892,0
3893,1
3894,1
3895,2
3896,1
3897,1
3898,1
3899,0
3900,0
3901,2
3902,0
3903,1
3904,1
3905,1
3906,0
3907,2
3908,1
3909,1
3910,2
3911,1
3912,0
3913,1
3914,1
3915,1
3916,1
3917,0
3918,1
3919,1
3920,1
3921,1
3922,0
3923,1
3924,1
3925,1
3926,1
3927,1
3928,2
3929,1
3930,0
3931,0
3932,1
3933,1
3934,0
3935,1
3936,1
3937,1
3938,0
3939,1
3940,0
3941,1
3942,1
3943,0
3944,2
3945,1
3946,1
3947,1
3948,1
3949,1
3950,1
3951,1
3952,0
3953,1
3954,1
3955,0
3956,1
3957,2
3958,2
3959,1
3960,2
3961,0
3962,0
3963,0
3964,0
3965,0
3966,1
3967,0
3968,0
3969,1
3970,1
3971,2
3972,0
3973,0
3974,2
3975,1
3976,1
3977,2
3978,1
3979,1
3980,0
3981,1
3982,1
3983,1
3984,1
3985,2
3986,2
3987,2
3988,0
3989,2
3990,0
3991,0
3992,0
3993,1
3994,1
3995,0
3996,1
3997,0
3998,2
3999,1
4000,1
4001,1
4002,1
4003,1
4004,0
4005,0
4006,1
4007,0
4008,2
4009,1
4010,1
4011,2
4012,0
4013,1
4014,1
4015,1
4016,0
4017,2
4018,0
4019,1
4020,2
4021,1
4022,2
4023,2
4024,1
4025,1
4026,1
4027,1
4028,0
4029,1
4030,1
4031,1
4032,1
4033,1
4034,1
4035,1
4036,1
4037,1
4038,1
4039,1
4040,0
4041,1
4042,1
4043,0
4044,0
4045,1
4046,1
4047,1
4048,1
4049,1
4050,2
4051,1
4052,2
4053,1
4054,1
4055,1
4056,1
4057,1
4058,0
4059,1
4060,2
4061,1
4062,0
4063,2
4064,1
4065,1
4066,1
4067,1
4068,1
4069,1
4070,1
4071,2
4072,0
4073,1
4074,0
4075,0
4076,1
4077,1
4078,1
4079,2
4080,1
4081,2
4082,0
4083,0
4084,1
4085,1
4086,1
4087,1
4088,0
4089,1
4090,1
4091,0
4092,0
4093,0
4094,2
4095,1
4096,0
4097,1
4098,2
4099,0
4100,1
4101,0
4102,2
4103,1
4104,1
4105,1
4106,0
4107,0
4108,1
4109,0
4110,0
4111,1
4112,1
4113,0
4114,0
4115,1
4116,1
4117,1
4118,1
4119,1
4120,0
4121,1
4122,0
4123,1
4124,2
4125,2
4126,1
4127,0
4128,2
4129,0
4130,1
4131,0
4132,0
4133,0
4134,1
4135,0
4136,0
4137,2
4138,0
4139,2
4140,1
4141,1
4142,0
4143,0
4144,0
4145,1
4146,2
4147,2
4148,1
4149,1
4150,0
4151,2
4152,0
4153,1
4154,2
4155,0
4156,1
4157,1
4158,1
4159,1
4160,2
4161,1
4162,1
4163,0
4164,2
4165,1
4166,0
4167,1
4168,2
4169,1
4170,1
4171,1
4172,1
4173,0
4174,0
4175,0
4176,0
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,2
4184,1
4185,1
4186,2
4187,0
4188,2
4189,0
4190,1
4191,2
4192,1
4193,1
4194,2
4195,2
4196,1
4197,0
4198,1
4199,1
4200,1
4201,0
4202,1
4203,0
4204,0
4205,1
4206,1
4207,1
4208,0
4209,1
4210,0
4211,1
4212,2
4213,1
4214,1
4215,1
4216,0
4217,1
4218,1
4219,1
4220,2
4221,1
4222,1
4223,1
4224,1
4225,0
4226,1
4227,0
4228,2
4229,2
4230,1
4231,1
4232,1
4233,2
4234,1
4235,1
4236,2
4237,1
4238,0
4239,1
4240,1
4241,2
4242,0
4243,1
4244,2
4245,1
4246,1
4247,0
4248,1
4249,1
4250,1
4251,0
4252,1
4253,1
4254,1
4255,1
4256,1
4257,0
4258,1
4259,2
4260,1
4261,0
4262,0
4263,0
4264,0
4265,1
4266,0
4267,0
4268,1
4269,1
4270,1
4271,2
4272,2
4273,0
4274,0
4275,1
4276,0
4277,0
4278,1
4279,0
4280,1
4281,0
4282,1
4283,0
4284,1
4285,2
4286,0
4287,1
4288,2
4289,0
4290,1
4291,1
4292,0
4293,1
4294,2
4295,0
4296,0
4297,0
4298,0
4299,1
4300,0
4301,1
4302,1
4303,1
4304,0
4305,0
4306,1
4307,2
4308,1
4309,1
4310,0
4311,1
4312,1
4313,0
4314,2
4315,0
4316,1
4317,1
4318,2
4319,1
4320,0
4321,0
4322,1
4323,1
4324,1
4325,1
4326,0
4327,0
4328,1
4329,2
4330,0
4331,2
4332,0
4333,0
4334,1
4335,0
4336,1
4337,1
4338,2
4339,1
4340,0
4341,1
4342,1
4343,0
4344,1
4345,0
4346,1
4347,0
4348,0
4349,1
4350,0
4351,1
4352,0
4353,1
4354,1
4355,0
4356,2
4357,1
4358,0
4359,0
4360,2
4361,1
4362,1
4363,1
4364,0
4365,0
4366,2
4367,1
4368,1
4369,1
4370,0
4371,0
4372,1
4373,1
4374,2
4375,0
4376,1
4377,1
4378,2
4379,0
4380,1
4381,1
4382,2
4383,0
4384,2
4385,1
4386,1
4387,0
4388,2
4389,2
4390,1
4391,1
4392,2
4393,1
4394,1
4395,0
4396,0
4397,1
4398,1
4399,1
4400,0
4401,0
4402,1
4403,0
4404,0
4405,1
4406,2
4407,0
4408,2
4409,1
4410,0
4411,1
4412,1
4413,1
4414,1
4415,1
4416,1
4417,0
4418,1
4419,1
4420,0
4421,2
4422,1
4423,1
4424,1
4425,1
4426,1
4427,1
4428,2
4429,2
4430,2
4431,1
4432,0
4433,1
4434,1
4435,1
4436,2
4437,0
4438,1
4439,1
4440,1
4441,1
4442,0
4443,2
4444,1
4445,0
4446,0
4447,0
4448,0
4449,2
4450,2
4451,2
4452,1
4453,1
4454,1
4455,0
4456,1
4457,1
4458,2
4459,2
4460,1
4461,1
4462,1
4463,1
4464,1
4465,1
4466,0
4467,2
4468,0
4469,1
4470,2
4471,1
4472,0
4473,0
4474,1
4475,1
4476,0
4477,1
4478,1
4479,1
4480,1
4481,2
4482,0
4483,2
4484,1
4485,2
4486,1
4487,1
4488,1
4489,2
4490,0
4491,1
4492,2
4493,0
4494,1
4495,0
4496,2
4497,0
4498,0
4499,1
4500,0
4501,2
4502,1
4503,1
4504,2
4505,1
4506,1
4507,1
4508,0
4509,0
4510,2
4511,1
4512,1
4513,0
4514,1
4515,1
4516,1
4517,0
4518,1
4519,1
4520,1
4521,1
4522,1
4523,1
4524,1
4525,2
4526,0
4527,2
4528,2
4529,1
4530,0
4531,1
4532,1
4533,2
4534,2
4535,1
4536,1
4537,2
4538,1
4539,1
4540,2
4541,1
4542,1
4543,1
4544,0
4545,2
4546,1
4547,0
4548,1
4549,1
4550,0
4551,2
4552,1
4553,2
4554,2
4555,1
4556,2
4557,1
4558,2
4559,1
4560,0
4561,0
4562,1
4563,2
4564,1
4565,0
4566,1
4567,2
4568,1
4569,1
4570,0
4571,2
4572,1
4573,1
4574,0
4575,1
4576,1
4577,1
4578,1
4579,0
4580,1
4581,1
4582,0
4583,1
4584,1
4585,1
4586,0
4587,2
4588,1
4589,2
4590,2
4591,1
4592,1
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,1
4600,1
4601,0
4602,1
4603,2
4604,0
4605,0
4606,1
4607,1
4608,2
4609,1
4610,1
4611,1
4612,2
4613,1
4614,1
4615,1
4616,1
4617,0
4618,1
4619,2
4620,1
4621,1
4622,1
4623,0
4624,1
4625,0
4626,1
4627,1
4628,1
4629,1
4630,1
4631,1
4632,1
4633,1
4634,0
4635,2
4636,1
4637,1
4638,2
4639,2
4640,0
4641,0
4642,1
4643,1
4644,0
4645,1
4646,2
4647,1
4648,0
4649,1
4650,1
4651,1
4652,0
4653,1
4654,0
4655,1
4656,1
4657,2
4658,1
4659,0
4660,1
4661,2
4662,0
4663,1
4664,1
4665,1
4666,1
4667,2
4668,1
4669,2
4670,0
4671,0
4672,1
4673,0
4674,1
4675,2
4676,1
4677,1
4678,1
4679,1
4680,0
4681,0
4682,1
4683,2
4684,1
4685,1
4686,1
4687,0
4688,2
4689,1
4690,1
4691,1
4692,1
4693,1
4694,2
4695,0
4696,1
4697,0
4698,1
4699,0
4700,0
4701,1
4702,1
4703,0
4704,1
4705,1
4706,0
4707,1
4708,1
4709,2
4710,1
4711,1
4712,0
4713,1
4714,2
4715,2
4716,0
4717,1
4718,0
4719,0
4720,1
4721,1
4722,0
4723,1
4724,2
4725,1
4726,1
4727,1
4728,0
4729,1
4730,1
4731,1
4732,2
4733,1
4734,0
4735,1
4736,0
4737,0
4738,2
4739,2
4740,0
4741,1
4742,2
4743,0
4744,0
4745,0
4746,1
4747,2
4748,1
4749,0
4750,1
4751,0
4752,0
4753,2
4754,1
4755,2
4756,1
4757,1
4758,0
4759,1
4760,1
4761,1
4762,2
4763,0
4764,1
4765,0
4766,1
4767,1
4768,0
4769,1
4770,0
4771,2
4772,2
4773,0
4774,2
4775,2
4776,2
4777,0
4778,1
4779,1
4780,1
4781,0
4782,1
4783,0
4784,1
4785,1
4786,2
4787,2
4788,1
4789,1
4790,2
4791,0
4792,1
4793,1
4794,0
4795,1
4796,1
4797,1
4798,1
4799,2
4800,0
4801,0
4802,1
4803,1
4804,1
4805,1
4806,0
4807,1
4808,1
4809,2
4810,2
4811,2
4812,1
4813,0
4814,0
4815,0
4816,1
4817,0
4818,1
4819,1
4820,2
4821,1
4822,1
4823,1
4824,1
4825,1
4826,1
4827,1
4828,2
4829,1
4830,2
4831,0
4832,0
4833,1
4834,0
4835,1
4836,1
4837,1
4838,0
4839,2
4840,0
4841,1
4842,0
4843,2
4844,0
4845,2
4846,1
4847,1
4848,1
4849,0
4850,1
4851,1
4852,0
4853,1
4854,1
4855,0
4856,0
4857,0
4858,1
4859,1
4860,1
4861,0
4862,1
4863,1
4864,1
4865,0
4866,1
4867,0
4868,0
4869,1
4870,1
4871,1
4872,0
4873,1
4874,0
4875,1
4876,1
4877,2
4878,1
4879,0
4880,1
4881,0
4882,1
4883,2
4884,1
4885,0
4886,1
4887,1
4888,2
4889,1
4890,1
4891,1
4892,1
4893,0
4894,1
4895,1
4896,1
4897,1
4898,1
4899,1
4900,1
4901,1
4902,0
4903,0
4904,2
4905,2
4906,2
4907,1
4908,1
4909,1
4910,1
4911,1
4912,2
4913,2
4914,0
4915,1
4916,1
4917,1
4918,1
4919,1
4920,0
4921,0
4922,0
4923,2
4924,0
4925,1
4926,0
4927,0
4928,1
4929,2
4930,0
4931,2
4932,1
4933,0
4934,2
4935,2
4936,2
4937,0
4938,1
4939,1
4940,0
4941,1
4942,1
4943,1
4944,1
4945,2
4946,1
4947,2
4948,2
4949,1
4950,1
4951,1
4952,1
4953,2
4954,1
4955,2
4956,0
4957,0
4958,0
4959,1
4960,1
4961,0
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,0
4969,1
4970,1
4971,1
4972,1
4973,2
4974,2
4975,1
4976,0
4977,0
4978,1
4979,1
4980,1
4981,1
4982,2
4983,1
4984,2
4985,2
4986,0
4987,0
4988,1
4989,0
4990,1
4991,1
4992,1
4993,1
4994,2
4995,1
4996,1
4997,1
4998,1
4999,0
5000,0
5001,1
5002,1
5003,0
5004,2
5005,2
5006,1
5007,1
5008,1
5009,1
5010,1
5011,2
5012,1
5013,0
5014,2
5015,1
5016,1
5017,1
5018,2
5019,0
5020,0
5021,1
5022,1
5023,1
5024,1
5025,1
5026,1
5027,1
5028,1
5029,1
5030,2
5031,0
5032,1
5033,0
5034,1
5035,2
5036,0
5037,1
5038,1
5039,1
5040,1
5041,1
5042,2
5043,1
5044,0
5045,0
5046,2
5047,0
5048,0
5049,0
5050,1
5051,2
5052,0
5053,0
5054,1
5055,1
5056,1
5057,1
5058,1
5059,1
5060,0
5061,1
5062,1
5063,0
5064,0
5065,1
5066,0
5067,1
5068,2
5069,0
5070,0
5071,2
5072,2
5073,2
5074,0
5075,1
5076,1
5077,1
5078,1
5079,0
5080,1
5081,1
5082,0
5083,1
5084,1
5085,2
5086,0
5087,0
5088,1
5089,1
5090,0
5091,0
5092,2
5093,0
5094,0
5095,2
5096,2
5097,0
5098,2
5099,1
5100,1
5101,1
5102,0
5103,1
5104,1
5105,1
5106,0
5107,1
5108,1
5109,2
5110,0
5111,0
5112,2
5113,2
5114,1
5115,2
5116,1
5117,1
5118,1
5119,2
5120,1
5121,1
5122,2
5123,1
5124,0
5125,1
5126,1
5127,1
5128,0
5129,0
5130,0
5131,1
5132,0
5133,0
5134,0
5135,0
5136,1
5137,1
5138,1
5139,0
5140,1
5141,0
5142,0
5143,0
5144,2
5145,1
5146,0
5147,1
5148,0
5149,0
5150,2
5151,0
5152,1
5153,1
5154,1
5155,1
5156,1
5157,2
5158,2
5159,1
5160,1
5161,1
5162,1
5163,1
5164,1
5165,0
5166,1
5167,2
5168,1
5169,0
5170,0
5171,2
5172,1
5173,1
5174,0
5175,1
5176,1
5177,2
5178,1
5179,1
5180,2
5181,1
5182,1
5183,1
5184,0
5185,0
5186,1
5187,1
5188,2
5189,1
5190,0
5191,1
5192,2
5193,0
5194,0
5195,1
5196,1
5197,1
5198,1
5199,1
5200,0
5201,0
5202,1
5203,1
5204,1
5205,1
5206,1
5207,1
5208,1
5209,1
5210,2
5211,0
5212,2
5213,1
5214,1
5215,1
5216,0
5217,1
5218,2
5219,0
5220,1
5221,1
5222,0
5223,0
5224,1
5225,2
5226,1
5227,0
5228,2
5229,1
5230,1
5231,1
5232,1
5233,1
5234,1
5235,1
5236,1
5237,1
5238,2
5239,1
5240,2
5241,2
5242,2
5243,1
5244,2
5245,0
5246,2
5247,1
5248,1
5249,1
5250,1
5251,0
5252,1
5253,0
5254,0
5255,1
5256,1
5257,1
5258,2
5259,0
5260,1
5261,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,1
5268,2
5269,0
5270,1
5271,0
5272,1
5273,0
5274,1
5275,0
5276,2
5277,0
5278,0
5279,1
5280,2
5281,2
5282,0
5283,1
5284,2
5285,2
5286,1
5287,2
5288,1
5289,1
5290,1
5291,2
5292,1
5293,1
5294,1
5295,0
5296,0
5297,2
5298,1
5299,1
5300,1
5301,1
5302,1
5303,2
5304,1
5305,2
5306,0
5307,1
5308,1
5309,1
5310,1
5311,1
5312,0
5313,1
5314,1
5315,1
5316,0
5317,1
5318,0
5319,1
5320,0
5321,1
5322,2
5323,0
5324,1
5325,0
5326,1
5327,2
5328,2
5329,2
5330,1
5331,0
5332,2
5333,1
5334,1
5335,1
5336,2
5337,0
5338,0
5339,2
5340,1
5341,1
5342,2
5343,2
5344,2
5345,1
5346,0
5347,0
5348,1
5349,1
5350,1
5351,1
5352,2
5353,1
5354,2
5355,1
5356,0
5357,2
5358,1
5359,1
5360,1
5361,2
5362,1
5363,1
5364,1
5365,1
5366,2
5367,1
5368,1
5369,1
5370,1
5371,0
5372,1
5373,1
5374,2
5375,0
5376,1
5377,1
5378,1
5379,0
5380,0
5381,0
5382,0
5383,1
5384,1
5385,2
5386,0
5387,1
5388,1
5389,1
5390,2
5391,1
5392,0
5393,2
5394,2
5395,1
5396,2
5397,1
5398,1
5399,2
5400,1
5401,1
5402,0
5403,1
5404,1
5405,2
5406,0
5407,0
5408,0
5409,1
5410,1
5411,0
5412,0
5413,1
5414,1
5415,2
5416,0
5417,1
5418,1
5419,1
5420,1
5421,2
5422,1
5423,0
5424,1
5425,0
5426,1
5427,1
5428,1
5429,1
5430,1
5431,2
5432,1
5433,1
5434,1
5435,2
5436,0
5437,1
5438,1
5439,1
5440,1
5441,1
5442,2
5443,1
5444,1
5445,1
5446,1
5447,0
5448,1
5449,1
5450,0
5451,2
5452,1
5453,2
5454,2
5455,2
5456,0
5457,1
5458,2
5459,2
5460,2
5461,1
5462,1
5463,0
5464,2
5465,0
5466,2
5467,1
5468,1
5469,2
5470,1
5471,1
5472,1
5473,1
5474,1
5475,0
5476,2
5477,1
5478,2
5479,1
5480,2
5481,2
5482,2
5483,2
5484,0
5485,1
5486,1
5487,1
5488,2
5489,2
5490,0
5491,0
5492,2
5493,2
5494,0
5495,1
5496,1
5497,1
5498,1
5499,2
5500,0
5501,2
5502,1
5503,2
5504,0
5505,2
5506,2
5507,2
5508,2
5509,1
5510,0
5511,1
5512,1
5513,1
5514,1
5515,1
5516,0
5517,2
5518,0
5519,1
5520,0
5521,2
5522,2
5523,1
5524,2
5525,2
5526,0
5527,1
5528,1
5529,1
5530,0
5531,0
5532,1
5533,1
5534,2
5535,1
5536,0
5537,1
5538,1
5539,1
5540,1
5541,1
5542,0
5543,1
5544,0
5545,1
5546,1
5547,0
5548,0
5549,1
5550,1
5551,1
5552,1
5553,1
5554,2
5555,1
5556,1
5557,1
5558,1
5559,0
5560,0
5561,1
5562,0
5563,1
5564,0
5565,2
5566,1
5567,0
5568,0
5569,1
5570,2
5571,0
5572,1
5573,1
5574,2
5575,0
5576,0
5577,2
5578,2
5579,1
5580,0
5581,2
5582,0
5583,1
5584,2
5585,0
5586,1
5587,1
5588,1
5589,1
5590,1
5591,2
5592,1
5593,0
5594,2
5595,0
5596,1
5597,0
5598,0
5599,1
5600,0
5601,1
5602,1
5603,2
5604,2
5605,1
5606,0
5607,2
5608,0
5609,2
5610,1
5611,0
5612,1
5613,1
5614,1
5615,1
5616,1
5617,1
5618,1
5619,2
5620,0
5621,2
5622,2
5623,1
5624,1
5625,1
5626,0
5627,0
5628,0
5629,0
5630,1
5631,2
5632,1
5633,1
5634,0
5635,1
5636,0
5637,0
5638,2
5639,1
5640,1
5641,1
5642,1
5643,1
5644,0
5645,1
5646,2
5647,0
5648,0
5649,0
5650,2
5651,0
5652,2
5653,1
5654,2
5655,2
5656,1
5657,1
5658,1
5659,2
5660,1
5661,1
5662,1
5663,1
5664,2
5665,1
5666,0
5667,1
5668,1
5669,1
5670,1
5671,1
5672,1
5673,0
5674,0
5675,1
5676,1
5677,1
5678,1
5679,1
5680,0
5681,1
5682,1
5683,0
5684,0
5685,1
5686,1
5687,0
5688,2
5689,1
5690,1
5691,1
5692,1
5693,1
5694,1
5695,0
5696,1
5697,1
5698,0
5699,2
5700,1
5701,2
5702,1
5703,1
5704,1
5705,1
5706,0
5707,1
5708,1
5709,0
5710,0
5711,1
5712,1
5713,1
5714,0
5715,1
5716,1
5717,0
5718,1
5719,0
5720,1
5721,0
5722,1
5723,2
5724,1
5725,0
5726,2
5727,1
5728,0
5729,0
5730,1
5731,1
5732,0
5733,0
5734,1
5735,1
5736,1
5737,1
5738,1
5739,1
5740,1
5741,1
5742,0
5743,0
5744,1
5745,0
5746,2
5747,0
5748,0
5749,2
5750,1
5751,1
5752,1
5753,2
5754,1
5755,1
5756,1
5757,1
5758,0
5759,1
5760,2
5761,2
5762,2
